1,0.005051
2,0.015053
3,0.025056
4,0.03506
5,0.045065
6,0.055071
7,0.065078
8,0.075086
9,0.085095
10,0.095105
11,0.105116
12,0.115128
13,0.125141
14,0.135155
15,0.14517
16,0.155188
17,0.165206
18,0.175224
19,0.185245
20,0.195268
21,0.205288
22,0.215326
23,0.225354
24,0.235376
25,0.245415
26,0.255463
27,0.265488
28,0.275516
29,0.285574
30,0.295615
31,0.305682
32,0.315739
33,0.325767
34,0.335849
35,0.345922
36,0.355977
37,0.366093
38,0.376115
39,0.386231
40,0.396303
41,0.406397
42,0.416451
43,0.426657
44,0.436662
45,0.446848
46,0.456958
47,0.467083
48,0.4772
49,0.487417
50,0.497532
51,0.507671
52,0.517845
53,0.52808
54,0.53825
55,0.548378
56,0.558758
57,0.568984
58,0.57922
59,0.589396
60,0.599736
61,0.610218
62,0.620377
63,0.630882
64,0.641258
65,0.651444
66,0.662153
67,0.672545
68,0.682815
69,0.69356
70,0.704226
71,0.714754
72,0.725609
73,0.736152
74,0.747079
75,0.757802
76,0.768819
77,0.779846
78,0.791167
79,0.802338
80,0.81353
81,0.825262
82,0.837208
83,0.848524
84,0.861317
85,0.87314
86,0.886641
87,0.899037
88,0.912596
89,0.927615
90,0.942692
91,0.95899
92,0.976762
93,0.996701
94,1.01978
95,1.04845
96,1.08491
97,1.13412
98,1.21075
99,1.37738
100,1.70763
101,2.13326
102,2.60614
103,3.07673
104,3.5743
105,4.07336
106,4.56914
107,5.06778
108,5.56814
109,6.06607
110,6.5708
111,7.07219
112,7.57711
113,8.07673
114,8.58094
115,9.08187
116,9.59088
117,10.0969
118,10.5986
119,11.1064
120,11.6058
121,12.1115
122,12.6174
123,13.1186
124,13.6244
125,14.13
126,14.6323
127,15.1387
128,15.6423
129,16.147
130,16.6521
131,17.1579
132,17.6609
133,18.1673
134,18.6712
135,19.1757
136,19.6826
137,20.1851
138,20.6908
139,21.1966
140,21.7035

