1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0.001
28,0
29,0
30,0.001
31,0.001
32,0.002
33,0
34,0
35,0.002
36,0.005
37,0.003
38,0.001
39,0.002
40,0.003
41,0.006
42,0.005
43,0.008
44,0.003
45,0.008
46,0.008
47,0.02
48,0.016
49,0.016
50,0.015
51,0.02
52,0.011
53,0.021
54,0.015
55,0.016
56,0.024
57,0.034
58,0.042
59,0.039
60,0.05
61,0.047
62,0.041
63,0.078
64,0.066
65,0.063
66,0.073
67,0.072
68,0.09
69,0.105
70,0.106
71,0.129
72,0.116
73,0.166
74,0.149
75,0.178
76,0.188
77,0.202
78,0.219
79,0.253
80,0.263
81,0.307
82,0.335
83,0.333
84,0.396
85,0.39
86,0.47
87,0.494
88,0.514
89,0.544
90,0.728
91,0.72
92,0.813
93,0.948
94,1.039
95,1.412
96,1.404
97,1.814
98,1.995
99,2.615
100,4.186
101,6.827
102,7.877
103,8.202
104,8.737
105,8.877
106,9.411
107,9.413
108,10.207
109,10.236
110,10.419
111,10.353
112,10.681
113,10.871
114,11.117
115,11.204
116,11.509
117,11.608
118,11.829
119,11.932
120,11.778
121,12.1
122,12.266
123,12.484
124,12.508
125,12.671
126,12.734
127,12.826
128,12.955
129,13.201
130,13.287
131,13.432
132,13.511
133,13.688
134,13.848
135,14.018
136,14.171
137,14.228
138,14.233
139,14.46
140,14.624
