1,99.9898
2,98.0096
3,97.0199
4,96.0288
5,95.0338
6,94.0495
7,93.0608
8,92.0742
9,91.0823
10,90.0958
11,89.1029
12,88.1097
13,87.1215
14,86.1378
15,85.1525
16,84.1595
17,83.1737
18,82.1809
19,81.1876
20,80.2078
21,79.212
22,78.2296
23,77.2459
24,76.2554
25,75.2567
26,74.2716
27,73.2911
28,72.2963
29,71.32
30,70.3315
31,69.3408
32,68.3544
33,67.3644
34,66.3789
35,65.3912
36,64.4006
37,63.4225
38,62.4312
39,61.4468
40,60.4629
41,59.4756
42,58.4918
43,57.5023
44,56.517
45,55.5265
46,54.5392
47,53.5487
48,52.5671
49,51.5957
50,50.595
51,49.6132
52,48.6355
53,47.6384
54,46.6613
55,45.6689
56,44.6993
57,43.7095
58,42.7204
59,41.7311
60,40.7557
61,39.7685
62,38.7816
63,37.8023
64,36.8135
65,35.8271
66,34.8444
67,33.8559
68,32.8736
69,31.8976
70,30.9034
71,29.9217
72,28.9454
73,27.9545
74,26.9847
75,26.0009
76,25.0086
77,24.0271
78,23.0453
79,22.0617
80,21.0728
81,20.0982
82,19.113
83,18.1246
84,17.1507
85,16.1611
86,15.1797
87,14.1999
88,13.2219
89,12.2334
90,11.2479
91,10.2659
92,9.2774
93,8.2964
94,7.3114
95,6.328
96,5.3405
97,4.3514
98,3.3412
99,2.387
100,1.7661
101,1.4879
102,1.3851
103,1.2704
104,1.2306
105,1.2014
106,1.162
107,1.1481
108,1.1222
109,1.1025
110,1.0979
111,1.0889
112,1.074
113,1.0646
114,1.0616
115,1.0477
116,1.0523
117,1.052
118,1.0397
119,1.0437
120,1.0335
121,1.0368
122,1.0341
123,1.0227
124,1.0268
125,1.0252
126,1.0169
127,1.022
128,1.0179
129,1.0147
130,1.0158
131,1.0165
132,1.0132
133,1.0139
134,1.0133
135,1.0069
136,1.0121
137,1.0064
138,1.0092
139,1.0095
140,1.0135
